key,model,group,doors,from_year,to_year,type,weight
cadillac-srx-2004/339,Cadillac,SRX Suv,5,2004,2007,suv/crossover,1995
cadillac-srx-2004/339,Cadillac,SRX Suv,5,2004,2009,suv/crossover,1995
cadillac-srx-2010/340,Cadillac,SRX Suv,5,2010,present,suv/crossover,1995
cadillac-srx-2015/3752,Cadillac,SRX Suv,5,2015,2017,suv/crossover,2015
cadillac-sts-2005/341,Cadillac,STS Sedan,4,2005,2005,sedan,1782
cadillac-sts-2005/341,Cadillac,STS Sedan,4,2005,2008,sedan,1782
cadillac-xlr-2004/342,Cadillac,XLR Convertible,2,2004,2007,cabriolet,1654
cadillac-xlr-2004/342,Cadillac,XLR Convertible,2,2007,2009,cabriolet,1654
cadillac-xt5-2017/3754,Cadillac,XT5 Suv,5,2017,available,suv/crossover,1931
carver-one-2007/3132,Carver,One Coupe,2,2007,2010,coupé,643
chevrolet-alero-1999/343,Chevrolet,Alero Sedan,4,1999,2003,sedan,1480
chevrolet-aveo-2006/347,Chevrolet,Aveo Sedan,4,2006,2007,sedan,1022
chevrolet-aveo-2006/347,Chevrolet,Aveo Sedan,4,2006,2010,sedan,1022
chevrolet-aveo-2008/344,Chevrolet,Aveo Hatchback,3,2008,2010,hatchback,1005
chevrolet-aveo-2008/345,Chevrolet,Aveo Hatchback,5,2008,2010,hatchback,1005
chevrolet-aveo-2011/346,Chevrolet,Aveo Hatchback,5,2011,2014,hatchback,1035
chevrolet-aveo-2011/348,Chevrolet,Aveo Sedan,4,2011,2014,sedan,1060
chevrolet-beretta-1987/3574,Chevrolet,Beretta Coupe,2,1987,1989,coupé,1229
chevrolet-beretta-1987/3574,Chevrolet,Beretta Coupe,2,1994,1997,coupé,1320
chevrolet-blazer-1995/350,Chevrolet,Blazer Suv,5,1995,1997,suv/crossover,1950
chevrolet-blazer-wagon-1998/351,Chevrolet,Blazer Wagon Suv,5,1998,1999,suv/crossover,1950
chevrolet-blazer-wagon-1998/351,Chevrolet,Blazer Wagon Suv,5,1998,2001,suv/crossover,1950
chevrolet-blazer-zr2-1998/349,Chevrolet,Blazer ZR2 Suv,3,1998,2001,suv/crossover,1945
chevrolet-camaro-convertible-1998/354,Chevrolet,Camaro Convertible Convertible,2,1998,2002,cabriolet,1661
chevrolet-camaro-convertible-2011/355,Chevrolet,Camaro Convertible Convertible,2,2011,present,cabriolet,1920
chevrolet-camaro-convertible-2018/4164,Chevrolet,Camaro Convertible Convertible,2,2018,available,cabriolet,1714
chevrolet-camaro-coupe-1998/353,Chevrolet,Camaro Coupe Coupe,3,1998,2002,coupé,1604.5
chevrolet-camaro-coupe-2011/352,Chevrolet,Camaro Coupe Coupe,2,2011,present,coupé,1795
chevrolet-camaro-coupe-2018/4163,Chevrolet,Camaro Coupe Coupe,2,2018,available,coupe,1599
chevrolet-caprice-1991/3575,Chevrolet,Caprice Sedan,4,1991,1994,sedan,1846
chevrolet-captiva-2006/356,Chevrolet,Captiva Suv,5,2006,2011,suv/crossover,1827.5
chevrolet-captiva-2011/357,Chevrolet,Captiva Suv,5,2011,2014,suv/crossover,1829
chevrolet-corsica-1987/3756,Chevrolet,Corsica Sedan,4,1987,1989,sedan,1229
chevrolet-corsica-1987/3756,Chevrolet,Corsica Sedan,4,1994,1997,sedan,1300
chevrolet-corsica-1989/3755,Chevrolet,Corsica Hatchback,5,1989,1992,hatchback,1254
chevrolet-corvette-convertible-1993/361,Chevrolet,Corvette Convertible Convertible,2,1993,1997,cabriolet,1620
chevrolet-corvette-convertible-1998/362,Chevrolet,Corvette Convertible Convertible,2,1998,2004,cabriolet,1466
chevrolet-corvette-convertible-2010/363,Chevrolet,Corvette Convertible Convertible,2,2010,2014,cabriolet,1460
chevrolet-corvette-convertible-2014/3288,Chevrolet,Corvette Convertible Convertible,2,2014,present,cabriolet,1530
chevrolet-corvette-convertible-2014/3288,Chevrolet,Corvette Convertible Convertible,2,2018,available,cabriolet,1589
chevrolet-corvette-coupe-1993/358,Chevrolet,Corvette Coupe Coupe,3,1993,1997,coupé,1595
chevrolet-corvette-coupe-1997/359,Chevrolet,Corvette Coupe Coupe,3,1997,2004,coupé,1472
chevrolet-corvette-coupe-2010/360,Chevrolet,Corvette Coupe Coupe,3,2010,2014,coupé,1461
chevrolet-corvette-coupe-2014/3287,Chevrolet,Corvette Coupe Coupe,3,2014,present,coupé,1540
chevrolet-corvette-coupe-2014/3287,Chevrolet,Corvette Coupe Coupe,3,2018,available,coupe,1539
chevrolet-cruze-2009/365,Chevrolet,Cruze Sedan,4,2009,2011,sedan,1260
chevrolet-cruze-2009/365,Chevrolet,Cruze Sedan,4,2009,2012,sedan,1290
chevrolet-cruze-2011/364,Chevrolet,Cruze Hatchback,5,2011,2014,hatchback,1307.5
chevrolet-cruze-stationwagon-2012/2981,Chevrolet,Cruze Stationwagon Wagon,5,2012,2014,stationwagon,1475
chevrolet-epica-2006/366,Chevrolet,Epica Sedan,4,2006,2010,sedan,1460
chevrolet-evanda-2005/367,Chevrolet,Evanda Sedan,4,2005,2006,sedan,1426.3333333333333
chevrolet-evanda-2005/367,Daewoo,Evanda Sedan,4,2005,2006,sedan,1426.3333333333333
chevrolet-hhr-2007/368,Chevrolet,HHR Mpv,5,2007,2009,mpv,1455
chevrolet-kalos-2005/369,Chevrolet,Kalos Hatchback,3,2005,2006,hatchback,1035
chevrolet-kalos-2005/369,Chevrolet,Kalos Hatchback,3,2005,2008,hatchback,965
chevrolet-kalos-2005/369,Daewoo,Kalos Hatchback,3,2005,2006,hatchback,1035
chevrolet-kalos-2005/369,Daewoo,Kalos Hatchback,3,2005,2008,hatchback,965
chevrolet-kalos-2005/370,Chevrolet,Kalos Hatchback,5,2005,2005,hatchback,965
chevrolet-kalos-2005/370,Chevrolet,Kalos Hatchback,5,2005,2007,hatchback,1035
chevrolet-kalos-2005/370,Chevrolet,Kalos Hatchback,5,2005,2008,hatchback,1035
chevrolet-kalos-2005/370,Daewoo,Kalos Hatchback,5,2005,2005,hatchback,965
chevrolet-kalos-2005/370,Daewoo,Kalos Hatchback,5,2005,2007,hatchback,1035
chevrolet-kalos-2005/370,Daewoo,Kalos Hatchback,5,2005,2008,hatchback,1035
chevrolet-kalos-2005/371,Chevrolet,Kalos Sedan,4,2005,2005,sedan,1010
chevrolet-kalos-2005/371,Chevrolet,Kalos Sedan,4,2005,2006,sedan,1045
chevrolet-kalos-2005/371,Daewoo,Kalos Sedan,4,2005,2005,sedan,1010
chevrolet-kalos-2005/371,Daewoo,Kalos Sedan,4,2005,2006,sedan,1045
chevrolet-lacetti-2005/372,Chevrolet,Lacetti Hatchback,5,2005,2006,hatchback,1145
chevrolet-lacetti-2005/372,Chevrolet,Lacetti Hatchback,5,2005,2010,hatchback,1147.5
chevrolet-lacetti-2005/372,Daewoo,Lacetti Hatchback,5,2005,2006,hatchback,1145
chevrolet-lacetti-2005/372,Daewoo,Lacetti Hatchback,5,2005,2010,hatchback,1147.5
chevrolet-lumina-1990/3758,Chevrolet,Lumina Sedan,2,1990,1992,sedan,1410
chevrolet-lumina-1990/3759,Chevrolet,Lumina Sedan,4,1990,1992,sedan,1435
chevrolet-lumina-1995/3760,Chevrolet,Lumina Sedan,4,1995,1998,sedan,1510
chevrolet-lumina-apv-1990/3761,Chevrolet,Lumina APV Mpv,4,1990,1992,mpv,1709
chevrolet-matiz-2005/373,Chevrolet,Matiz Hatchback,5,2005,2005,hatchback,751
chevrolet-matiz-2005/373,Chevrolet,Matiz Hatchback,5,2005,2006,hatchback,795
chevrolet-matiz-2005/373,Chevrolet,Matiz Hatchback,5,2005,2010,hatchback,795
chevrolet-matiz-2005/373,Daewoo,Matiz Hatchback,5,2005,2005,hatchback,751
chevrolet-matiz-2005/373,Daewoo,Matiz Hatchback,5,2005,2006,hatchback,795
chevrolet-matiz-2005/373,Daewoo,Matiz Hatchback,5,2005,2010,hatchback,795
chevrolet-nubira-2005/374,Chevrolet,Nubira Sedan,4,2005,2005,sedan,1150
chevrolet-nubira-2005/374,Chevrolet,Nubira Sedan,4,2005,2009,sedan,1163
chevrolet-nubira-2005/374,Daewoo,Nubira Sedan,4,2005,2005,sedan,1150
chevrolet-nubira-2005/374,Daewoo,Nubira Sedan,4,2005,2009,sedan,1163
chevrolet-nubira-station-wagon-2005/375,Chevrolet,Nubira Station Wagon Wagon,5,2005,2010,stationwagon,1163
chevrolet-orlando-2011/376,Chevrolet,Orlando Mpv,5,2011,2013,mpv,1581
chevrolet-spark-2010/377,Chevrolet,Spark Hatchback,5,2010,2012,hatchback,884
chevrolet-spark-2013/3159,Chevrolet,Spark Hatchback,5,2013,2014,hatchback,832
chevrolet-tacuma-2005/378,Chevrolet,Tacuma Mpv,5,2005,2005,mpv,1247
chevrolet-tacuma-2005/378,Chevrolet,Tacuma Mpv,5,2005,2009,mpv,1247
chevrolet-tacuma-2005/378,Daewoo,Tacuma Mpv,5,2005,2005,mpv,1247
chevrolet-tacuma-2005/378,Daewoo,Tacuma Mpv,5,2005,2009,mpv,1247
chevrolet-tahoe-2000/3762,Chevrolet,Tahoe Suv,5,2000,2006,suv/crossover,2419
chevrolet-trailblazer-2001/3763,Chevrolet,TrailBlazer Suv,5,2001,2006,suv/crossover,2053
chevrolet-trans-sport-1997/3764,Chevrolet,Trans Sport Mpv,5,1997,2004,mpv,1849
chevrolet-trans-sport-1997/3764,Chevrolet,Trans Sport Mpv,5,2002,2006,mpv,1853
chevrolet-trans-sport-1997/3764,Chevrolet,Trans Sport Mpv,5,2004,2006,mpv,1853
chevrolet-trans-sport-1997/3764,Pontiac,Trans Sport Mpv,5,1997,2004,mpv,1849
chevrolet-trans-sport-1997/3764,Pontiac,Trans Sport Mpv,5,2002,2006,mpv,1853
chevrolet-trans-sport-1997/3764,Pontiac,Trans Sport Mpv,5,2004,2006,mpv,1853
chevrolet-trax-2013/3160,Chevrolet,Trax Wagon,5,2013,2014,stationwagon,1384
chrysler-300c-2004/380,Chrysler,300C Sedan,4,2004,2011,sedan,1710
chrysler-300c-touring-2004/381,Chrysler,300C Touring Wagon,5,2004,2009,stationwagon,1755
chrysler-300m-1998/382,Chrysler,300M Sedan,4,1998,2004,sedan,1550
chrysler-crossfire-2003/383,Chrysler,Crossfire Coupe,2,2003,2008,coupé,1354.5
chrysler-crossfire-roadster-2004/384,Chrysler,Crossfire Roadster Convertible,2,2004,2005,cabriolet,1385
chrysler-crossfire-roadster-2004/384,Chrysler,Crossfire Roadster Convertible,2,2004,2008,cabriolet,1385
chrysler-daytona-1992/3576,Chrysler,Daytona Coupe,3,1992,1993,coupé,1337
chrysler-es-1988/3577,Chrysler,ES Hatchback,3,1988,1989,hatchback,1175
chrysler-es-1988/3577,Chrysler,ES Hatchback,3,1988,1991,hatchback,1193
chrysler-grand-voyager-1991/404,Chrysler,Grand Voyager Mpv,4,1991,1994,mpv,1676
chrysler-grand-voyager-1996/407,Chrysler,Grand Voyager Mpv,5,1996,1998,mpv,1892.5
chrysler-grand-voyager-2001/408,Chrysler,Grand Voyager Mpv,5,2001,2002,mpv,1990
chrysler-grand-voyager-2001/408,Chrysler,Grand Voyager Mpv,5,2001,2004,mpv,1835
chrysler-grand-voyager-2004/409,Chrysler,Grand Voyager Mpv,5,2004,2005,mpv,2055
chrysler-grand-voyager-2008/385,Chrysler,Grand Voyager Mpv,5,2008,2010,mpv,2062.5
chrysler-gs-1988/3578,Chrysler,GS Coupe,3,1988,1991,coupé,1355
chrysler-gts-1988/3579,Chrysler,GTS Hatchback,5,1988,1989,hatchback,1235
chrysler-gts-1988/3579,Chrysler,GTS Hatchback,5,1988,1990,hatchback,1226
chrysler-le-baron-convertible-1988/3581,Chrysler,Le Baron Convertible Convertible,2,1988,1990,cabriolet,1300
chrysler-le-baron-convertible-1988/3581,Chrysler,Le Baron Convertible Convertible,2,1993,1995,cabriolet,1450
chrysler-le-baron-coupe-1988/3580,Chrysler,Le Baron Coupe Coupe,2,1988,1990,coupé,1300
chrysler-le-baron-coupe-1988/3580,Chrysler,Le Baron Coupe Coupe,2,1990,1993,coupé,1350
chrysler-neon-1994/386,Chrysler,Neon Sedan,4,1994,1996,sedan,1085
chrysler-neon-1999/387,Chrysler,Neon Sedan,4,1999,2002,sedan,1150
chrysler-neon-1999/387,Chrysler,Neon Sedan,4,1999,2003,sedan,1145
chrysler-new-yorker-1995/388,Chrysler,New Yorker Sedan,4,1995,1997,sedan,1640
chrysler-pt-cruiser-2000/391,Chrysler,PT Cruiser Mpv,5,2000,2005,mpv,1342.5
chrysler-pt-cruiser-2006/392,Chrysler,PT Cruiser Mpv,5,2006,2006,mpv,1341
chrysler-pt-cruiser-2006/392,Chrysler,PT Cruiser Mpv,5,2006,2010,mpv,1485
chrysler-pt-cruiser-cabrio-2004/389,Chrysler,PT Cruiser Cabrio Convertible,2,2004,2006,cabriolet,1522.5
chrysler-pt-cruiser-cabrio-2006/390,Chrysler,PT Cruiser Cabrio Convertible,2,2006,2010,cabriolet,1522.5
chrysler-saratoga-1989/3765,Chrysler,Saratoga Sedan,4,1989,1995,sedan,1354
chrysler-sebring-2001/393,Chrysler,Sebring Sedan,4,2001,2003,sedan,1395
chrysler-sebring-2003/394,Chrysler,Sebring Sedan,4,2003,2006,sedan,1425
chrysler-sebring-2007/395,Chrysler,Sebring Sedan,4,2007,2010,sedan,1455
chrysler-sebring-cabrio-2001/396,Chrysler,Sebring Cabrio Convertible,2,2001,2003,cabriolet,1532.5
chrysler-sebring-cabrio-2003/397,Chrysler,Sebring Cabrio Convertible,2,2003,2006,cabriolet,1532.5
chrysler-sebring-cabrio-2007/398,Chrysler,Sebring Cabrio Convertible,2,2007,2010,cabriolet,1720
chrysler-sebring-cabrio-2007/398,Chrysler,Sebring Cabrio Convertible,2,2007,2011,cabriolet,1720
chrysler-stratus-1995/399,Chrysler,Stratus Sedan,4,1995,2001,sedan,1392.5
chrysler-stratus-convertible-1996/400,Chrysler,Stratus Convertible Convertible,2,1996,1999,cabriolet,1485
chrysler-stratus-convertible-1996/400,Chrysler,Stratus Convertible Convertible,2,1996,2001,cabriolet,1560
chrysler-viper-1993/3412,Chrysler,Viper Convertible,2,1993,2000,cabriolet,1620
chrysler-viper-1993/3412,Dodge,Viper Convertible,2,1993,2000,cabriolet,1620
chrysler-viper-1993/402,Chrysler,Viper Convertible,2,1993,2000,cabriolet,1620
chrysler-viper-1993/402,Dodge,Viper Convertible,2,1993,2000,cabriolet,1620
chrysler-viper-gts-1997/3411,Chrysler,Viper GTS Coupe,2,1997,2002,coupé,1620
chrysler-viper-gts-1997/3411,Dodge,Viper GTS Coupe,2,1997,2002,coupé,1620
chrysler-viper-gts-1997/401,Chrysler,Viper GTS Coupe,2,1997,2002,coupé,1620
chrysler-viper-gts-1997/401,Dodge,Viper GTS Coupe,2,1997,2002,coupé,1620
chrysler-vision-1993/403,Chrysler,Vision Sedan,4,1993,1998,sedan,1591
chrysler-voyager-1988/405,Chrysler,Voyager Mpv,4,1988,1991,mpv,1503.3333333333333
chrysler-voyager-1988/405,Lancia,Voyager Mpv,4,1988,1991,mpv,1503.3333333333333
chrysler-voyager-1991/406,Chrysler,Voyager Mpv,4,1991,1993,mpv,1813
chrysler-voyager-1991/406,Chrysler,Voyager Mpv,4,1991,1994,mpv,1701.5
chrysler-voyager-1991/406,Lancia,Voyager Mpv,4,1991,1993,mpv,1813
chrysler-voyager-1991/406,Lancia,Voyager Mpv,4,1991,1994,mpv,1701.5
chrysler-voyager-1996/410,Chrysler,Voyager Mpv,5,1996,1998,mpv,1705
chrysler-voyager-1996/410,Chrysler,Voyager Mpv,5,1996,2001,mpv,1750
chrysler-voyager-1996/410,Lancia,Voyager Mpv,5,1996,1998,mpv,1705
chrysler-voyager-1996/410,Lancia,Voyager Mpv,5,1996,2001,mpv,1750
chrysler-voyager-2001/411,Chrysler,Voyager Mpv,5,2001,2004,mpv,1921.6666666666667
chrysler-voyager-2001/411,Lancia,Voyager Mpv,5,2001,2004,mpv,1921.6666666666667
chrysler-voyager-2004/412,Chrysler,Voyager Mpv,5,2004,2008,mpv,1955
chrysler-voyager-2004/412,Lancia,Voyager Mpv,5,2004,2008,mpv,1955
citroen-2cv-1970/413,Citroen,2CV Sedan,4,1970,1987,sedan,560
citroen-ax-1987/414,Citroen,AX Hatchback,3,1987,1988,hatchback,700.5
citroen-ax-1988/416,Citroen,AX Hatchback,5,1988,1988,hatchback,647
citroen-ax-1988/416,Citroen,AX Hatchback,5,1988,1989,hatchback,674
citroen-ax-1991/415,Citroen,AX Hatchback,3,1991,1994,hatchback,755.5
citroen-ax-1991/417,Citroen,AX Hatchback,5,1991,1993,hatchback,768
citroen-ax-1991/417,Citroen,AX Hatchback,5,1991,1995,hatchback,704
citroen-axel-1985/3582,Citroen,Axel Hatchback,3,1985,1989,hatchback,830
citroen-berlingo-1997/418,Citroen,Berlingo Mpv,4,1997,1998,mpv,1160
citroen-berlingo-1997/418,Citroen,Berlingo Mpv,4,1997,1999,mpv,1185
citroen-berlingo-2002/419,Citroen,Berlingo Mpv,4,2002,2005,mpv,1264
citroen-berlingo-2008/420,Citroen,Berlingo Mpv,5,2008,2009,mpv,1402
citroen-berlingo-2008/420,Citroen,Berlingo Mpv,5,2008,2011,mpv,1404
citroen-berlingo-2019/4165,Citroen,Berlingo Mpv,5,2019,available,mpv,1366
citroen-berlingo-multispace-2012/421,Citroen,Berlingo Multispace Mpv,5,2012,2015,mpv,1405
citroen-berlingo-multispace-2015/3413,Citroen,Berlingo Multispace Mpv,5,2015,2016,mpv,1295
citroen-bx-1983/422,Citroen,BX Hatchback,5,1983,1986,hatchback,957.5
citroen-bx-1986/423,Citroen,BX Hatchback,5,1986,1989,hatchback,1009
citroen-bx-1989/424,Citroen,BX Hatchback,5,1989,1992,hatchback,974
citroen-bx-break-1985/425,Citroen,BX Break Wagon,5,1985,1986,stationwagon,984
citroen-bx-break-1986/426,Citroen,BX Break Wagon,5,1986,1988,stationwagon,968
citroen-bx-break-1986/426,Citroen,BX Break Wagon,5,1986,1989,stationwagon,968
citroen-bx-break-1989/427,Citroen,BX Break Wagon,5,1989,1994,stationwagon,1017
citroen-c-crosser-2007/428,Citroen,C-Crosser Suv,5,2007,2012,suv/crossover,1655
citroen-c-zero-2010/429,Citroen,C-Zero Hatchback,5,2010,present,hatchback,1110
citroen-c-zero-2010/429,Citroen,C-Zero Hatchback,5,2016,available,hatchback,1110
citroen-c1-2005/430,Citroen,C1 Hatchback,3,2005,2008,hatchback,765
citroen-c1-2005/433,Citroen,C1 Hatchback,5,2005,2008,hatchback,775
citroen-c1-2008/431,Citroen,C1 Hatchback,3,2008,2010,hatchback,765
citroen-c1-2008/434,Citroen,C1 Hatchback,5,2008,2010,hatchback,792.5
citroen-c1-2012/432,Citroen,C1 Hatchback,3,2012,2014,hatchback,795
citroen-c1-2012/435,Citroen,C1 Hatchback,5,2012,2014,hatchback,805
citroen-c1-2014/3289,Citroen,C1 Hatchback,3,2014,present,hatchback,840
citroen-c1-2014/3290,Citroen,C1 Hatchback,5,2014,present,hatchback,827.5
citroen-c2-2003/436,Citroen,C2 Hatchback,3,2003,2005,hatchback,971
citroen-c2-2003/436,Citroen,C2 Hatchback,3,2003,2006,hatchback,971
citroen-c2-2008/437,Citroen,C2 Hatchback,3,2008,2009,hatchback,931
citroen-c2-2008/437,Citroen,C2 Hatchback,3,2008,2010,hatchback,931
citroen-c3-2002/438,Citroen,C3 Hatchback,5,2002,2005,hatchback,1015
citroen-c3-2005/439,Citroen,C3 Hatchback,5,2005,2008,hatchback,1063
citroen-c3-2005/439,Citroen,C3 Hatchback,5,2005,2009,hatchback,1108
citroen-c3-2010/440,Citroen,C3 Hatchback,5,2010,2011,hatchback,1055
citroen-c3-2013/3161,Citroen,C3 Hatchback,5,2013,2015,hatchback,955
citroen-c3-2013/3161,Citroen,C3 Hatchback,5,2013,present,hatchback,955
citroen-c3-2016/3766,Citroen,C3 Hatchback,5,2016,available,hatchback,1010
citroen-c3-aircross-2017/4166,Citroen,C3 Aircross Suv,5,2017,may 2018,suv/crossover,1208
citroen-c3-picasso-2009/442,Citroen,C3 Picasso Mpv,5,2009,2013,mpv,1177.5
citroen-c3-picasso-2013/3162,Citroen,C3 Picasso Mpv,5,2013,2014,mpv,1293
citroen-c3-picasso-2013/3162,Citroen,C3 Picasso Mpv,5,2013,2015,mpv,1288
citroen-c3-pluriel-2003/441,Citroen,C3 Pluriel Convertible,2,2003,2008,cabriolet,1177
citroen-c3-pluriel-2003/441,Citroen,C3 Pluriel Convertible,2,2003,2010,cabriolet,1136
citroen-c4-2004/443,Citroen,C4 Hatchback,5,2004,2005,hatchback,1237
citroen-c4-2004/443,Citroen,C4 Hatchback,5,2004,2008,hatchback,1356
citroen-c4-2008/444,Citroen,C4 Hatchback,5,2008,2009,hatchback,1157
citroen-c4-2008/444,Citroen,C4 Hatchback,5,2008,2010,hatchback,1232
citroen-c4-2010/445,Citroen,C4 Hatchback,5,2010,2015,hatchback,1280
citroen-c4-2015/3291,Citroen,C4 Hatchback,5,2015,2015,hatchback,1265
citroen-c4-2015/3291,Citroen,C4 Hatchback,5,2015,present,hatchback,1255
citroen-c4-aircross-2012/448,Citroen,C4 Aircross Suv,5,2012,2015,suv/crossover,1425
citroen-c4-cactus-2014/3292,Citroen,C4 Cactus Hatchback,5,2014,present,hatchback,1045
citroen-c4-cactus-2018/4167,Citroen,C4 Cactus Hatchback,5,2018,available,hatchback,560
citroen-c4-cactus-2018/4167,Citroen,C4 Cactus Hatchback,5,2018,may 2018,hatchback,1055
citroen-c4-coupe-2004/446,Citroen,C4 Coupe Coupe,3,2004,2005,coupé,1354
citroen-c4-coupe-2004/446,Citroen,C4 Coupe Coupe,3,2004,2008,coupé,1156
citroen-c4-coupe-2008/447,Citroen,C4 Coupe Coupe,3,2008,2009,coupé,1261
citroen-c4-picasso-2007/449,Citroen,C4 Picasso Mpv,5,2007,2010,mpv,1539.5
citroen-c4-picasso-2010/450,Citroen,C4 Picasso Mpv,5,2010,2013,mpv,1405
citroen-c4-picasso-2013/3163,Citroen,C4 Picasso Mpv,5,2013,2014,mpv,1327
citroen-c4-picasso-2016/3767,Citroen,C4 Picasso Mpv,5,2016,available,mpv,1275
citroen-c4-spacetourer-2018/4168,Citroen,C4 SpaceTourer Mpv,5,2018,august 2018,mpv,1295
citroen-c4-spacetourer-2018/4168,Citroen,C4 SpaceTourer Mpv,5,2018,may 2019,mpv,1295
citroen-c5-2001/453,Citroen,C5 Hatchback,5,2001,2003,hatchback,1460
citroen-c5-2001/453,Citroen,C5 Hatchback,5,2001,2004,hatchback,1385
citroen-c5-2004/454,Citroen,C5 Hatchback,5,2004,2006,hatchback,1461
citroen-c5-2004/454,Citroen,C5 Hatchback,5,2004,2008,hatchback,1461
citroen-c5-2008/455,Citroen,C5 Sedan,4,2008,2009,sedan,1608
citroen-c5-2010/456,Citroen,C5 Sedan,4,2010,2012,sedan,1741
citroen-c5-2010/456,Citroen,C5 Sedan,4,2010,2015,sedan,1635
citroen-c5-aircross-2019/4170,Citroen,C5 Aircross Suv,5,2019,available,suv/crossover,1447
citroen-c5-break-2001/457,Citroen,C5 Break Wagon,5,2001,2003,stationwagon,1493
citroen-c5-break-2001/457,Citroen,C5 Break Wagon,5,2001,2004,stationwagon,1439
citroen-c5-break-2004/458,Citroen,C5 Break Wagon,5,2004,2006,stationwagon,1495
citroen-c5-break-2004/458,Citroen,C5 Break Wagon,5,2004,2008,stationwagon,1495
citroen-c5-tourer-2008/459,Citroen,C5 Tourer Wagon,5,2008,2009,stationwagon,1650
citroen-c5-tourer-2010/460,Citroen,C5 Tourer Wagon,5,2010,2012,stationwagon,1738
citroen-c5-tourer-2010/460,Citroen,C5 Tourer Wagon,5,2010,2015,stationwagon,1742
citroen-c6-2006/461,Citroen,C6 Sedan,4,2006,2008,sedan,1793
citroen-c8-2002/462,Citroen,C8 Mpv,5,2002,2006,mpv,1725
citroen-c8-2002/462,Citroen,C8 Mpv,5,2002,2008,mpv,1606
citroen-c8-2008/463,Citroen,C8 Mpv,5,2008,2009,mpv,1718
citroen-c8-2008/463,Citroen,C8 Mpv,5,2008,2011,mpv,1606
citroen-cx-1976/464,Citroen,CX Sedan,4,1976,1981,sedan,1300
citroen-cx-1976/464,Citroen,CX Sedan,4,1981,1982,sedan,1345
citroen-cx-1982/465,Citroen,CX Sedan,4,1982,1983,sedan,1433
citroen-cx-1985/466,Citroen,CX Sedan,4,1985,1987,sedan,1368
citroen-cx-1985/466,Citroen,CX Sedan,4,1985,1989,sedan,1214
citroen-cx-break-1976/467,Citroen,CX Break Wagon,5,1976,1981,stationwagon,1410
citroen-cx-break-1982/468,Citroen,CX Break Wagon,5,1982,1985,stationwagon,1391
citroen-cx-break-1985/469,Citroen,CX Break Wagon,5,1985,1987,stationwagon,1502
citroen-ds3-2010/470,Citroen,DS3 Hatchback,3,2010,2014,hatchback,1085
citroen-ds3-2014/3293,Citroen,DS3 Hatchback,3,2014,2014,hatchback,1065
citroen-ds3-2014/3293,Citroen,DS3 Hatchback,3,2014,2015,hatchback,950
citroen-ds3-cabrio-2013/3165,Citroen,DS3 Cabrio Convertible,2,2013,2014,cabriolet,1007
citroen-ds3-cabrio-2014/3294,Citroen,DS3 Cabrio Convertible,2,2014,2015,cabriolet,1007
citroen-ds4-2011/471,Citroen,DS4 Hatchback,5,2011,2012,hatchback,1259
citroen-ds4-2011/471,Citroen,DS4 Hatchback,5,2011,2014,hatchback,1180
citroen-ds5-2011/472,Citroen,DS5 Hatchback,5,2011,2015,hatchback,1400
citroen-dyane-1969/3769,Citroen,Dyane Hatchback,5,1969,1983,hatchback,600
citroen-evasion-1994/473,Citroen,Evasion Mpv,5,1994,1998,mpv,1510.5
citroen-evasion-1998/474,Citroen,Evasion Mpv,5,1998,2000,mpv,1485
citroen-grand-c4-picasso-2006/451,Citroen,Grand C4 Picasso Mpv,5,2006,2009,mpv,1595
citroen-grand-c4-picasso-2006/451,Citroen,Grand C4 Picasso Mpv,5,2006,2010,mpv,1595
citroen-grand-c4-picasso-2010/452,Citroen,Grand C4 Picasso Mpv,5,2010,2013,mpv,1497.5
citroen-grand-c4-picasso-2013/3164,Citroen,Grand C4 Picasso Mpv,5,2013,2014,mpv,1291
citroen-grand-c4-picasso-2016/3768,Citroen,Grand C4 Picasso Mpv,5,2016,available,mpv,1328
citroen-grand-c4-spacetourer-2018/4169,Citroen,Grand C4 SpaceTourer Mpv,5,2018,august 2018,mpv,1334
citroen-grand-c4-spacetourer-2018/4169,Citroen,Grand C4 SpaceTourer Mpv,5,2018,available,mpv,1405
citroen-gsa-1979/3770,Citroen,GSA Hatchback,5,1979,1981,hatchback,NA
citroen-gsa-1979/3770,Citroen,GSA Hatchback,5,1979,1985,hatchback,900
citroen-gsa-break-1979/3771,Citroen,GSA Break Wagon,5,1979,1981,stationwagon,NA
citroen-gsa-break-1979/3771,Citroen,GSA Break Wagon,5,1979,1985,stationwagon,920
citroen-jumper-combi-2012/475,Citroen,Jumper Combi Minivan,4,2012,2014,bus,2092.5
citroen-jumper-combi-2014/3295,Citroen,Jumper Combi Minivan,4,2014,2015,bus,2275
citroen-jumpy-combi-2012/476,Citroen,Jumpy Combi Lcv,4,2012,2012,bestelwagen,1915
citroen-jumpy-combi-2017/3772,Citroen,Jumpy Combi Lcv,4,2017,available,bestelwagen,1570
citroen-jumpy-multispace-2012/477,Citroen,Jumpy Multispace Lcv,4,2012,present,bestelwagen,1930
citroen-lna-1978/3773,Citroen,LNA Sedan,4,1978,1983,sedan,675
citroen-lna-1978/3773,Citroen,LNA Sedan,4,1982,1983,sedan,749
citroen-nemo-multispace-2009/478,Citroen,Nemo Multispace Mpv,5,2009,2013,mpv,1155
