key,model,group,doors,from_year,to_year,type,weight
audi-a5-sportback-2011/149,Audi,A5 Sportback Hatchback,5,2011,2014,hatchback,1506.6666666666667
audi-a5-sportback-2017/3722,Audi,A5 Sportback Hatchback,5,2017,january	 2019,hatchback,1466.6666666666667
audi-a5-sportback-2017/3725,Audi,A5 Sportback Coupe,5,2017,2017,hatchback,1420
audi-a5-sportback-2017/3725,Audi,A5 Sportback Coupe,5,2017,available,hatchback,1425
audi-a6-1994/162,Audi,A6 Sedan,4,1994,1996,sedan,1320
audi-a6-1994/162,Audi,A6 Sedan,4,1994,1997,sedan,1395
audi-a6-1997/163,Audi,A6 Sedan,4,1997,2001,sedan,1445
audi-a6-2001/164,Audi,A6 Sedan,4,2001,2004,sedan,1596.6666666666667
audi-a6-2004/165,Audi,A6 Sedan,4,2004,2006,sedan,1765
audi-a6-2004/165,Audi,A6 Sedan,4,2004,2008,sedan,1525
audi-a6-2008/166,Audi,A6 Sedan,4,2008,2010,sedan,1765
audi-a6-2008/166,Audi,A6 Sedan,4,2008,2011,sedan,1700
audi-a6-2011/167,Audi,A6 Sedan,4,2011,2012,sedan,1715
audi-a6-2011/167,Audi,A6 Sedan,4,2011,2013,sedan,1545
audi-a6-2011/167,Audi,A6 Sedan,4,2011,2014,sedan,1560
audi-a6-2014/3264,Audi,A6 Sedan,4,2014,present,sedan,1716.6666666666667
audi-a6-2018/4130,Audi,A6 Sedan,4,2018,available,sedan,1721.6666666666667
audi-a6-allroad-2000/191,Audi,A6 Allroad Wagon,5,2000,2006,stationwagon,1830
audi-a6-allroad-2006/192,Audi,A6 Allroad Wagon,5,2006,2008,stationwagon,1835
audi-a6-allroad-2008/193,Audi,A6 Allroad Wagon,5,2008,2011,stationwagon,1861.6666666666667
audi-a6-allroad-2012/176,Audi,A6 Allroad Wagon,5,2012,2014,stationwagon,1885
audi-a6-allroad-2014/3729,Audi,A6 Allroad Wagon,5,2014,2017,stationwagon,1930
audi-a6-allroad-2014/3729,Audi,A6 Allroad Wagon,5,2014,available,stationwagon,1930
audi-a6-avant-1994/177,Audi,A6 Avant Wagon,5,1994,1997,stationwagon,1501.6666666666667
audi-a6-avant-1998/178,Audi,A6 Avant Wagon,5,1998,2001,stationwagon,1500
audi-a6-avant-2001/179,Audi,A6 Avant Wagon,5,2001,2004,stationwagon,1650
audi-a6-avant-2005/180,Audi,A6 Avant Wagon,5,2005,2006,stationwagon,1805
audi-a6-avant-2005/180,Audi,A6 Avant Wagon,5,2005,2008,stationwagon,1625
audi-a6-avant-2008/181,Audi,A6 Avant Wagon,5,2008,2011,stationwagon,1783.3333333333333
audi-a6-avant-2011/182,Audi,A6 Avant Wagon,5,2011,2013,stationwagon,1645
audi-a6-avant-2011/182,Audi,A6 Avant Wagon,5,2011,2014,stationwagon,1650
audi-a6-avant-2014/3730,Audi,A6 Avant Wagon,5,2014,2017,stationwagon,1851.6666666666667
audi-a6-avant-2018/4131,Audi,A6 Avant Wagon,5,2018,available,stationwagon,1805
audi-a7-sportback-2010/194,Audi,A7 Sportback Hatchback,5,2010,2014,hatchback,1695
audi-a7-sportback-2014/3266,Audi,A7 Sportback Hatchback,5,2014,present,hatchback,1818.3333333333333
audi-a7-sportback-2018/4132,Audi,A7 Sportback Hatchback,5,2018,available,hatchback,1855
audi-a7-sportback-2018/4132,Audi,A7 Sportback Hatchback,5,2018,july 2019,hatchback,1822.5
audi-a8-1994/196,Audi,A8 Sedan,4,1994,1996,sedan,1520
audi-a8-1994/196,Audi,A8 Sedan,4,1994,1999,sedan,1725
audi-a8-1999/197,Audi,A8 Sedan,4,1999,2001,sedan,1610
audi-a8-1999/197,Audi,A8 Sedan,4,1999,2002,sedan,1510
audi-a8-2002/198,Audi,A8 Sedan,4,2002,2006,sedan,1776.6666666666667
audi-a8-2007/199,Audi,A8 Sedan,4,2007,2009,sedan,1800
audi-a8-2007/199,Audi,A8 Sedan,4,2007,2010,sedan,1760
audi-a8-2010/200,Audi,A8 Sedan,4,2010,2013,sedan,2045
audi-a8-2013/3144,Audi,A8 Sedan,4,2013,present,sedan,1910
audi-a8-2017/4133,Audi,A8 Sedan,4,2017,available,sedan,1950
audi-a8-2017/4133,Audi,A8 Sedan,4,2017,july 2019,sedan,1907.5
audi-cabriolet-1991/206,Audi,Cabriolet Convertible,2,1991,1994,cabriolet,1350
audi-cabriolet-1991/206,Audi,Cabriolet Convertible,2,1997,2000,cabriolet,1370
audi-coupe-1980/208,Audi,Coupe Coupe,2,1980,1983,coupé,1020
audi-coupe-1980/208,Audi,Coupe Coupe,2,1982,1984,coupé,1050
audi-coupe-1980/208,Audi,Coupe Coupe,2,1983,1984,coupé,1050
audi-coupe-1980/208,Fiat,Coupe Coupe,2,1980,1983,coupé,1020
audi-coupe-1980/208,Fiat,Coupe Coupe,2,1982,1984,coupé,1050
audi-coupe-1980/208,Fiat,Coupe Coupe,2,1983,1984,coupé,1050
audi-coupe-1980/208,Hyundai,Coupe Coupe,2,1980,1983,coupé,1020
audi-coupe-1980/208,Hyundai,Coupe Coupe,2,1982,1984,coupé,1050
audi-coupe-1980/208,Hyundai,Coupe Coupe,2,1983,1984,coupé,1050
audi-coupe-1980/208,Maserati,Coupe Coupe,2,1980,1983,coupé,1020
audi-coupe-1980/208,Maserati,Coupe Coupe,2,1982,1984,coupé,1050
audi-coupe-1980/208,Maserati,Coupe Coupe,2,1983,1984,coupé,1050
audi-coupe-1980/208,Mini,Coupe Coupe,2,1980,1983,coupé,1020
audi-coupe-1980/208,Mini,Coupe Coupe,2,1982,1984,coupé,1050
audi-coupe-1980/208,Mini,Coupe Coupe,2,1983,1984,coupé,1050
audi-coupe-1983/209,Audi,Coupe Coupe,2,1983,1986,coupé,1050
audi-coupe-1983/209,Audi,Coupe Coupe,2,1984,1986,coupé,1060
audi-coupe-1983/209,Audi,Coupe Coupe,2,1985,1986,coupé,950
audi-coupe-1983/209,Fiat,Coupe Coupe,2,1983,1986,coupé,1050
audi-coupe-1983/209,Fiat,Coupe Coupe,2,1984,1986,coupé,1060
audi-coupe-1983/209,Fiat,Coupe Coupe,2,1985,1986,coupé,950
audi-coupe-1983/209,Hyundai,Coupe Coupe,2,1983,1986,coupé,1050
audi-coupe-1983/209,Hyundai,Coupe Coupe,2,1984,1986,coupé,1060
audi-coupe-1983/209,Hyundai,Coupe Coupe,2,1985,1986,coupé,950
audi-coupe-1983/209,Maserati,Coupe Coupe,2,1983,1986,coupé,1050
audi-coupe-1983/209,Maserati,Coupe Coupe,2,1984,1986,coupé,1060
audi-coupe-1983/209,Maserati,Coupe Coupe,2,1985,1986,coupé,950
audi-coupe-1983/209,Mini,Coupe Coupe,2,1983,1986,coupé,1050
audi-coupe-1983/209,Mini,Coupe Coupe,2,1984,1986,coupé,1060
audi-coupe-1983/209,Mini,Coupe Coupe,2,1985,1986,coupé,950
audi-coupe-1986/207,Audi,Coupe Sedan,2,1986,1988,sedan,1020
audi-coupe-1989/210,Audi,Coupe Coupe,3,1989,1991,coupé,1249
audi-coupe-1989/210,Audi,Coupe Coupe,3,1990,1991,coupé,1170
audi-coupe-1989/210,Fiat,Coupe Coupe,3,1989,1991,coupé,1249
audi-coupe-1989/210,Fiat,Coupe Coupe,3,1990,1991,coupé,1170
audi-coupe-1989/210,Hyundai,Coupe Coupe,3,1989,1991,coupé,1249
audi-coupe-1989/210,Hyundai,Coupe Coupe,3,1990,1991,coupé,1170
audi-coupe-1989/210,Maserati,Coupe Coupe,3,1989,1991,coupé,1249
audi-coupe-1989/210,Maserati,Coupe Coupe,3,1990,1991,coupé,1170
audi-coupe-1989/210,Mini,Coupe Coupe,3,1989,1991,coupé,1249
audi-coupe-1989/210,Mini,Coupe Coupe,3,1990,1991,coupé,1170
audi-coupe-1990/211,Audi,Coupe Coupe,3,1991,1992,coupé,1320
audi-coupe-1990/211,Audi,Coupe Coupe,3,1992,1996,coupé,1336.3333333333333
audi-coupe-1990/211,Audi,Coupe Coupe,3,1993,1996,coupé,1463
audi-coupe-1990/211,Fiat,Coupe Coupe,3,1991,1992,coupé,1320
audi-coupe-1990/211,Fiat,Coupe Coupe,3,1992,1996,coupé,1336.3333333333333
audi-coupe-1990/211,Fiat,Coupe Coupe,3,1993,1996,coupé,1463
audi-coupe-1990/211,Hyundai,Coupe Coupe,3,1991,1992,coupé,1320
audi-coupe-1990/211,Hyundai,Coupe Coupe,3,1992,1996,coupé,1336.3333333333333
audi-coupe-1990/211,Hyundai,Coupe Coupe,3,1993,1996,coupé,1463
audi-coupe-1990/211,Maserati,Coupe Coupe,3,1991,1992,coupé,1320
audi-coupe-1990/211,Maserati,Coupe Coupe,3,1992,1996,coupé,1336.3333333333333
audi-coupe-1990/211,Maserati,Coupe Coupe,3,1993,1996,coupé,1463
audi-coupe-1990/211,Mini,Coupe Coupe,3,1991,1992,coupé,1320
audi-coupe-1990/211,Mini,Coupe Coupe,3,1992,1996,coupé,1336.3333333333333
audi-coupe-1990/211,Mini,Coupe Coupe,3,1993,1996,coupé,1463
audi-e-tron-2018/4134,Audi,e-tron Suv,5,2018,available,suv/crossover,2465
audi-q2-2016/3734,Audi,Q2 Suv,5,2016,available,suv/crossover,1370
audi-q3-2011/212,Audi,Q3 Suv,5,2011,2015,suv/crossover,1512.5
audi-q3-2015/3269,Audi,Q3 Suv,5,2015,present,suv/crossover,1590
audi-q3-2018/4135,Audi,Q3 Suv,5,2018,july 2019,suv/crossover,1452.5
audi-q5-2008/213,Audi,Q5 Suv,5,2008,2012,suv/crossover,1730
audi-q5-2012/2978,Audi,Q5 Suv,5,2012,2015,suv/crossover,1885
audi-q5-2017/3735,Audi,Q5 Suv,5,2017,available,suv/crossover,1845
audi-q5-2017/3735,Audi,Q5 Suv,5,2017,march 2019,suv/crossover,1845
audi-q7-2006/214,Audi,Q7 Suv,5,2006,2008,suv/crossover,2295
audi-q7-2006/214,Audi,Q7 Suv,5,2006,2009,suv/crossover,2240
audi-q7-2009/215,Audi,Q7 Suv,5,2009,2010,suv/crossover,2205
audi-q7-2009/215,Audi,Q7 Suv,5,2009,2012,suv/crossover,2605
audi-q7-2015/3270,Audi,Q7 Suv,5,2015,present,suv/crossover,2345
audi-q8-2018/4136,Audi,Q8 Suv,5,2018,july 2019,suv/crossover,2120
audi-q8-2018/4136,Audi,Q8 Suv,5,2019,july 2019,suv/crossover,2070
audi-quattro-1980/3737,Audi,Quattro Coupe,2,1980,1986,coupé,1290
audi-quattro-1980/3737,Audi,Quattro Coupe,2,1989,1991,coupé,1380
audi-quattro-1986/3736,Audi,Quattro Sedan,2,1986,1988,sedan,1300
audi-r8-2007/216,Audi,R8 Coupe,2,2007,2011,coupé,1562.5
audi-r8-2012/2979,Audi,R8 Coupe,2,2012,2015,coupé,1547.5
audi-r8-2016/3403,Audi,R8 Coupe,2,2016,present,coupé,1550
audi-r8-coupe-2016/3738,Audi,R8 Coupe Coupe,2,2016,available,coupé,1550
audi-r8-spyder-2010/217,Audi,R8 Spyder Convertible,2,2010,2012,cabriolet,1722.5
audi-r8-spyder-2012/2980,Audi,R8 Spyder Convertible,2,2012,2015,cabriolet,1647.5
audi-r8-spyder-2016/3739,Audi,R8 Spyder Coupe,2,2016,available,coupé,1695
audi-r8-spyder-2016/4137,Audi,R8 Spyder Convertible,2,2016,available,cabriolet,1695
audi-r8-spyder-2016/4137,Audi,R8 Spyder Convertible,2,2017,available,cabriolet,1655
audi-rs3-limousine-2017/4123,Audi,RS3 Limousine Sedan,4,2017,available,sedan,1510
audi-rs3-sportback-2011/110,Audi,RS3 Sportback Hatchback,5,2011,2013,hatchback,1550
audi-rs3-sportback-2015/3707,Audi,RS3 Sportback Hatchback,5,2015,available,hatchback,1495
audi-rs3-sportback-2017/4122,Audi,RS3 Sportback Hatchback,5,2017,available,hatchback,1505
audi-rs4-2005/119,Audi,RS4 Sedan,4,2005,2007,sedan,1650
audi-rs4-avant-2000/133,Audi,RS4 Avant Wagon,5,2000,2001,stationwagon,1620
audi-rs4-avant-2006/134,Audi,RS4 Avant Wagon,5,2006,2008,stationwagon,1710
audi-rs4-avant-2012/135,Audi,RS4 Avant Wagon,5,2012,2015,stationwagon,1770
audi-rs4-avant-2017/4126,Audi,RS4 Avant Wagon,5,2017,august 2018,stationwagon,1690
audi-rs4-avant-2019/4127,Audi,RS4 Avant Wagon,5,2019,july 2019,stationwagon,1730
audi-rs4-cabriolet-2006/144,Audi,RS4 Cabriolet Convertible,2,2006,2008,cabriolet,1845
audi-rs5-cabriolet-2013/3142,Audi,RS5 Cabriolet Convertible,2,2013,2015,cabriolet,1895
audi-rs5-coupe-2010/154,Audi,RS5 Coupe Coupe,2,2010,2012,coupé,1725
audi-rs5-coupe-2012/155,Audi,RS5 Coupe Coupe,2,2012,2015,coupé,1690
audi-rs5-coupe-2017/4129,Audi,RS5 Coupe Coupe,2,2017,august 2018,coupe,1630
audi-rs5-sportback-2019/4128,Audi,RS5 Sportback Hatchback,5,2019,july 2019,hatchback,1695
audi-rs6-2002/168,Audi,RS6 Sedan,4,2002,2004,sedan,1840
audi-rs6-2008/169,Audi,RS6 Sedan,4,2008,2010,sedan,1985
audi-rs6-avant-2002/183,Audi,RS6 Avant Wagon,5,2002,2004,stationwagon,1865
audi-rs6-avant-2008/184,Audi,RS6 Avant Wagon,5,2008,2010,stationwagon,2025
audi-rs6-avant-2013/3731,Audi,RS6 Avant Wagon,5,2013,2014,stationwagon,1910
audi-rs6-avant-2015/3732,Audi,RS6 Avant Wagon,5,2015,available,stationwagon,1925
audi-rs7-sportback-2013/3143,Audi,RS7 Sportback Hatchback,5,2013,2014,hatchback,1895
audi-rs7-sportback-2015/3267,Audi,RS7 Sportback Hatchback,5,2015,present,hatchback,1905
audi-s1-2014/3259,Audi,S1 Hatchback,3,2014,2015,hatchback,1290
audi-s1-2015/3260,Audi,S1 Hatchback,3,2015,present,hatchback,1290
audi-s1-sportback-2014/3262,Audi,S1 Sportback Hatchback,5,2014,2015,hatchback,1215
audi-s1-sportback-2015/3263,Audi,S1 Sportback Hatchback,5,2015,present,hatchback,1215
audi-s3-1999/102,Audi,S3 Hatchback,3,1999,2000,hatchback,1375
audi-s3-2000/103,Audi,S3 Hatchback,3,2000,2001,hatchback,1420
audi-s3-2000/103,Audi,S3 Hatchback,3,2001,2003,hatchback,1420
audi-s3-2006/104,Audi,S3 Hatchback,3,2006,2008,hatchback,1455
audi-s3-2008/105,Audi,S3 Hatchback,3,2008,2012,hatchback,1455
audi-s3-2008/105,Audi,S3 Hatchback,3,2009,2012,hatchback,1455
audi-s3-2013/3141,Audi,S3 Hatchback,3,2013,present,hatchback,1380
audi-s3-2016/3705,Audi,S3 Hatchback,3,2016,available,hatchback,1392.5
audi-s3-cabriolet-2014/3716,Audi,S3 Cabriolet Convertible,2,2014,2016,cabriolet,1595
audi-s3-cabriolet-2016/3717,Audi,S3 Cabriolet Convertible,2,2016,available,cabriolet,1610
audi-s3-limousine-2014/3712,Audi,S3 Limousine Sedan,4,2014,2016,sedan,1415
audi-s3-limousine-2016/3713,Audi,S3 Limousine Sedan,4,2016,available,sedan,1425
audi-s3-sportback-2008/111,Audi,S3 Sportback Hatchback,5,2008,2013,hatchback,1495
audi-s3-sportback-2008/111,Audi,S3 Sportback Hatchback,5,2009,2013,hatchback,1515
audi-s3-sportback-2013/3708,Audi,S3 Sportback Hatchback,5,2013,2016,hatchback,1417.5
audi-s3-sportback-2016/3709,Audi,S3 Sportback Hatchback,5,2016,available,hatchback,1422.5
audi-s4-1997/120,Audi,S4 Sedan,4,1997,1999,sedan,1510
audi-s4-1999/121,Audi,S4 Sedan,4,1999,2001,sedan,1515
audi-s4-2003/122,Audi,S4 Sedan,4,2003,2004,sedan,1607.5
audi-s4-2005/123,Audi,S4 Sedan,4,2005,2007,sedan,1682.5
audi-s4-2009/124,Audi,S4 Sedan,4,2009,2011,sedan,1667.5
audi-s4-2011/125,Audi,S4 Sedan,4,2011,2015,sedan,1680
audi-s4-2016/3718,Audi,S4 Sedan,4,2016,available,sedan,1605
audi-s4-avant-1997/136,Audi,S4 Avant Wagon,5,1997,1999,stationwagon,1540
audi-s4-avant-1999/137,Audi,S4 Avant Wagon,5,1999,2001,stationwagon,1545
audi-s4-avant-2003/138,Audi,S4 Avant Wagon,5,2003,2004,stationwagon,1662.5
audi-s4-avant-2005/139,Audi,S4 Avant Wagon,5,2005,2008,stationwagon,1737.5
audi-s4-avant-2009/140,Audi,S4 Avant Wagon,5,2009,2011,stationwagon,1720
audi-s4-avant-2011/141,Audi,S4 Avant Wagon,5,2011,2015,stationwagon,1725
audi-s4-avant-2016/3721,Audi,S4 Avant Wagon,5,2016,available,stationwagon,1650
audi-s4-cabriolet-2004/145,Audi,S4 Cabriolet Convertible,2,2004,2005,cabriolet,1875
audi-s4-cabriolet-2005/146,Audi,S4 Cabriolet Convertible,2,2005,2008,cabriolet,1875
audi-s5-cabriolet-2009/160,Audi,S5 Cabriolet Convertible,2,2009,2011,cabriolet,1875
audi-s5-cabriolet-2011/161,Audi,S5 Cabriolet Convertible,2,2011,2015,cabriolet,1855
audi-s5-cabriolet-2017/3728,Audi,S5 Cabriolet Convertible,2,2017,available,cabriolet,1815
audi-s5-coupe-2007/156,Audi,S5 Coupe Coupe,2,2007,2011,coupé,1630
audi-s5-coupe-2011/157,Audi,S5 Coupe Coupe,2,2011,present,coupé,1650
audi-s5-coupe-2016/3726,Audi,S5 Coupe Coupe,2,2016,available,coupé,1590
audi-s5-sportback-2010/150,Audi,S5 Sportback Hatchback,5,2010,2011,hatchback,1755
audi-s5-sportback-2011/151,Audi,S5 Sportback Hatchback,5,2011,present,hatchback,1720
audi-s5-sportback-2017/3723,Audi,S5 Sportback Hatchback,5,2017,available,hatchback,1635
audi-s6-1994/170,Audi,S6 Sedan,4,1994,1997,sedan,1642.5
audi-s6-1999/171,Audi,S6 Sedan,4,1999,2001,sedan,1722.5
audi-s6-2001/172,Audi,S6 Sedan,4,2001,2004,sedan,1760
audi-s6-2001/172,Audi,S6 Sedan,4,2004,2004,sedan,1760
audi-s6-2006/173,Audi,S6 Sedan,4,2006,2008,sedan,1910
audi-s6-2008/174,Audi,S6 Sedan,4,2008,2010,sedan,1910
audi-s6-2008/174,Audi,S6 Sedan,4,2008,2011,sedan,1910
audi-s6-2012/175,Audi,S6 Sedan,4,2012,2014,sedan,1870
audi-s6-2014/3265,Audi,S6 Sedan,4,2014,present,sedan,1870
audi-s6-avant-1994/185,Audi,S6 Avant Wagon,5,1994,1997,stationwagon,1692.5
audi-s6-avant-1999/186,Audi,S6 Avant Wagon,5,1999,2001,stationwagon,1777.5
audi-s6-avant-2001/187,Audi,S6 Avant Wagon,5,2001,2004,stationwagon,1815
audi-s6-avant-2001/187,Audi,S6 Avant Wagon,5,2004,2004,stationwagon,1815
audi-s6-avant-2006/188,Audi,S6 Avant Wagon,5,2006,2008,stationwagon,1970
audi-s6-avant-2008/189,Audi,S6 Avant Wagon,5,2008,2010,stationwagon,1970
audi-s6-avant-2008/189,Audi,S6 Avant Wagon,5,2008,2011,stationwagon,1970
audi-s6-avant-2012/190,Audi,S6 Avant Wagon,5,2012,2014,stationwagon,1925
audi-s6-avant-2014/3733,Audi,S6 Avant Wagon,5,2014,available,stationwagon,1935
audi-s7-sportback-2012/195,Audi,S7 Sportback Hatchback,5,2012,2014,hatchback,1920
audi-s7-sportback-2014/3268,Audi,S7 Sportback Hatchback,5,2014,present,hatchback,1930
audi-s8-1996/201,Audi,S8 Sedan,4,1996,1999,sedan,1695
audi-s8-1996/201,Audi,S8 Sedan,4,1997,1999,sedan,1725
audi-s8-1999/202,Audi,S8 Sedan,4,1999,2001,sedan,1730
audi-s8-1999/202,Audi,S8 Sedan,4,1999,2002,sedan,1750
audi-s8-2006/203,Audi,S8 Sedan,4,2006,2007,sedan,1940
audi-s8-2007/204,Audi,S8 Sedan,4,2007,2009,sedan,1940
audi-s8-2007/204,Audi,S8 Sedan,4,2007,2010,sedan,1940
audi-s8-2012/205,Audi,S8 Sedan,4,2012,2013,sedan,1950
audi-s8-2014/3145,Audi,S8 Sedan,4,2014,present,sedan,1965
audi-tt-coupe-1998/218,Audi,TT Coupe Coupe,2,1998,2005,coupé,1372.5
audi-tt-coupe-2006/219,Audi,TT Coupe Coupe,2,2006,2010,coupé,1345
audi-tt-coupe-2010/220,Audi,TT Coupe Coupe,2,2010,2014,coupé,1410
audi-tt-coupe-2014/3271,Audi,TT Coupe Coupe,2,2014,present,coupé,1205
audi-tt-coupe-2019/4138,Audi,TT Coupe Coupe,2,2019,available,coupe,1235
audi-tt-roadster-1999/221,Audi,TT Roadster Convertible,2,1999,2005,cabriolet,1427.5
audi-tt-roadster-2007/222,Audi,TT Roadster Convertible,2,2007,2010,cabriolet,1392.5
audi-tt-roadster-2010/223,Audi,TT Roadster Convertible,2,2010,2014,cabriolet,1462.5
audi-tt-roadster-2015/3272,Audi,TT Roadster Convertible,2,2015,present,cabriolet,1335
audi-tt-roadster-2019/4139,Audi,TT Roadster Convertible,2,2019,available,cabriolet,1325
audi-v8-1989/3740,Audi,V8 Sedan,4,1989,1991,sedan,1710
audi-v8-1989/3740,Audi,V8 Sedan,4,1991,1994,sedan,1710
audi-v8-1989/3740,Daimler,V8 Sedan,4,1989,1991,sedan,1710
audi-v8-1989/3740,Daimler,V8 Sedan,4,1991,1994,sedan,1710
austin-allegro-1980/3673,Austin,Allegro Hatchback,4,1980,1981,hatchback,845
austin-allegro-estate-1980/3674,Austin,Allegro Estate Wagon,3,1980,1981,stationwagon,890
austin-maestro-1983/3026,Austin,Maestro Hatchback,5,1983,1987,hatchback,900
austin-metro-1981/3027,Austin,Metro Hatchback,3,1981,1984,hatchback,749
austin-metro-1985/3028,Austin,Metro Hatchback,3,1985,1989,hatchback,785
austin-metro-1985/3028,Austin,Metro Hatchback,3,1985,1990,hatchback,780
austin-metro-1985/3029,Austin,Metro Hatchback,5,1985,1987,hatchback,810
austin-metro-1985/3029,Austin,Metro Hatchback,5,1987,1989,hatchback,810
austin-mini-1976/3030,Austin,Mini Hatchback,2,1976,1981,hatchback,NA
austin-mini-1976/3030,Austin,Mini Hatchback,2,1986,1987,hatchback,620
austin-mini-1976/3030,Austin,Mini Hatchback,2,1987,1991,hatchback,620
austin-mini-1976/3030,Rover,Mini Hatchback,2,1976,1981,hatchback,NA
austin-mini-1976/3030,Rover,Mini Hatchback,2,1986,1987,hatchback,620
austin-mini-1976/3030,Rover,Mini Hatchback,2,1987,1991,hatchback,620
austin-montego-1984/3032,Austin,Montego Sedan,4,1984,1987,sedan,1010
austin-montego-1984/3032,Austin,Montego Sedan,4,1984,1989,sedan,1010
austin-montego-estate-1985/3034,Austin,Montego Estate Wagon,5,1985,1989,stationwagon,1082
austin-montego-estate-1985/3034,Austin,Montego Estate Wagon,5,1989,1990,stationwagon,1082
austin-montego-estate-1989/3033,Austin,Montego Sedan,4,1989,1990,sedan,1197
autobianchi-a112-1980/3035,Autobianchi,A112 Hatchback,3,1980,1982,hatchback,668.3333333333334
autobianchi-a112-1980/3035,Lancia,A112 Hatchback,3,1980,1982,hatchback,668.3333333333334
bentley-arnage-1998/224,Bentley,Arnage Sedan,4,1998,2002,sedan,2396
bentley-arnage-1998/224,Bentley,Arnage Sedan,4,1999,2002,sedan,2520
bentley-arnage-2002/225,Bentley,Arnage Sedan,4,2002,2007,sedan,2485
bentley-arnage-2007/3404,Bentley,Arnage Sedan,4,2007,2010,sedan,2585
bentley-azure-1997/230,Bentley,Azure Convertible,2,1997,2003,cabriolet,2610
bentley-azure-2006/3147,Bentley,Azure Coupe,2,2006,2011,coupé,2695
bentley-bentayga-2016/4140,Bentley,Bentayga Suv,5,2016,available,suv/crossover,2369.5
bentley-brooklands-1994/3146,Bentley,Brooklands Sedan,4,1994,1998,sedan,2430
bentley-brooklands-1994/3146,Bentley,Brooklands Sedan,4,1995,1998,sedan,2450
bentley-brooklands-2008/3148,Bentley,Brooklands Coupe,2,2008,2011,coupé,2655
bentley-continental-1994/227,Bentley,Continental Coupe,2,1994,2003,coupé,2450
bentley-continental-1994/227,Bentley,Continental Coupe,2,1998,2002,coupé,2610
bentley-continental-flying-spur-2005/226,Bentley,Continental Flying Spur Sedan,4,2005,2013,sedan,2475
bentley-continental-flying-spur-2005/226,Bentley,Continental Flying Spur Sedan,4,2008,2013,sedan,2475
bentley-continental-gt-2003/228,Bentley,Continental GT Coupe,2,2003,2011,coupé,2350
bentley-continental-gt-2003/228,Bentley,Continental GT Coupe,2,2010,2011,coupé,2240
bentley-continental-gt-2011/229,Bentley,Continental GT Coupe,2,2011,2014,coupé,2320
bentley-continental-gt-2011/229,Bentley,Continental GT Coupe,2,2017,available,coupé,2280
bentley-continental-gt-2018/4141,Bentley,Continental GT Coupe,2,2018,available,coupe,2144
bentley-continental-gt-convertible-2012/3273,Bentley,Continental GT Convertible Convertible,2,2012,2014,cabriolet,2395
bentley-continental-gt-convertible-2012/3273,Bentley,Continental GT Convertible Convertible,2,2012,present,cabriolet,2370
bentley-continental-gtc-2006/231,Bentley,Continental GTC Convertible,2,2006,2012,cabriolet,2485
bentley-continental-gtc-2006/231,Bentley,Continental GTC Convertible,2,2010,2012,cabriolet,2395
bentley-continental-gtc-2012/232,Bentley,Continental Convertible,2,2012,2014,cabriolet,2395
bentley-continental-gtc-2012/232,Bentley,Continental Convertible,2,2012,present,cabriolet,2370
bentley-flying-spur-2013/3405,Bentley,Flying Spur Sedan,4,2013,present,sedan,2375
bentley-flying-spur-2013/3405,Bentley,Flying Spur Sedan,4,2017,available,sedan,2317
bentley-mulsanne-2010/233,Bentley,Mulsanne Sedan,4,2010,present,sedan,2585
bentley-mulsanne-2017/3741,Bentley,Mulsanne Sedan,4,2017,available,sedan,2585
bmw-1-serie-2004/236,BMW,1-serie Hatchback,5,2004,2007,hatchback,1320
bmw-1-serie-2007/234,BMW,1-serie Hatchback,3,2007,2010,hatchback,1345
bmw-1-serie-2007/234,BMW,1-serie Hatchback,3,2007,2012,hatchback,1345
bmw-1-serie-2007/237,BMW,1-serie Hatchback,5,2007,2011,hatchback,1395
bmw-1-serie-2011/238,BMW,1-serie Hatchback,5,2011,2015,hatchback,1302.5
bmw-1-serie-2012/235,BMW,1-serie Hatchback,3,2012,2015,hatchback,1277.5
bmw-1-serie-2015/3275,BMW,1-serie Hatchback,3,2015,2016,hatchback,1395
bmw-1-serie-2015/3275,BMW,1-serie Hatchback,3,2015,present,hatchback,1395
bmw-1-serie-2015/3276,BMW,1-serie Hatchback,5,2015,2016,hatchback,1400
bmw-1-serie-2015/3276,BMW,1-serie Hatchback,5,2015,present,hatchback,1400
bmw-1-serie-cabrio-2008/241,BMW,1-serie Cabrio Convertible,2,2008,2011,cabriolet,1482.5
bmw-1-serie-cabrio-2011/242,BMW,1-serie Cabrio Convertible,2,2011,2013,cabriolet,1427.5
bmw-1-serie-coupe-2007/239,BMW,1-serie Coupe Coupe,2,2007,2011,coupé,1427.5
bmw-1-serie-coupe-2011/240,BMW,1-serie Coupe Coupe,2,2011,2013,coupé,1365
bmw-2-serie-active-tourer-2014/3278,BMW,2-serie Active Tourer Mpv,5,2014,present,mpv,1392.5
bmw-2-serie-active-tourer-2018/4144,BMW,2-serie Active Tourer Mpv,5,2018,available,mpv,1015
bmw-2-serie-cabrio-2015/3277,BMW,2-serie Cabrio Convertible,2,2015,2016,cabriolet,1520
bmw-2-serie-cabrio-2017/4143,BMW,2-serie Cabrio Convertible,2,2017,available,cabriolet,1505
bmw-2-serie-coupe-2014/3149,BMW,2-serie Coupe Coupe,2,2014,2015,coupé,1360
bmw-2-serie-coupe-2017/4142,BMW,2-serie Coupe Coupe,2,2017,available,coupe,1392.5
