from_year,area.avg,to_year,model,group,weight
1997,6.114431818181818,1999,Fiat,Punto Hatchback,916.3636363636364
1997,6.113611111111111,1999,Fiat,Punto Hatchback,932.7777777777778
1999,6.308,2003,Fiat,Punto Hatchback,927.7272727272727
1999,6.3661,2003,Fiat,Punto Hatchback,930
2003,6.369657142857142,2010,Fiat,Punto Hatchback,897.6785714285714
2003,6.40511,2010,Fiat,Punto Hatchback,905.25
2012,6.857655,2015,Fiat,Punto Hatchback,1067.5
2012,6.857655,NA,Fiat,Punto Hatchback,1078.28125
1994,6.11,1997,Fiat,Punto Cabrio Convertible,994
1997,6.11,2000,Fiat,Punto Cabrio Convertible,978.3333333333334
2009,6.857655,2012,Abarth,Punto Evo Hatchback,1062.5
2009,6.857655,2012,Abarth,Punto Evo Hatchback,1082.7777777777778
2008,6.793644,NA,Fiat,Qubo Mpv,1181.1904761904761
1984,7.029,1989,Fiat,Regata Sedan,934.8333333333334
1985,7.04055,1989,Fiat,Regata Weekend Wagon,956.25
1980,6.49605,1983,Fiat,Ritmo Hatchback,921.25
1980,6.49605,1983,Fiat,Ritmo Hatchback,922
1983,6.631797,1985,Fiat,Ritmo Hatchback,848.3333333333334
1983,6.6231,1985,Fiat,Ritmo Hatchback,831.2
1985,6.6058164,1988,Fiat,Ritmo Hatchback,861
1985,6.58845,1988,Fiat,Ritmo Hatchback,862.8888888888889
2012,9.41815,NA,Fiat,Scudo Combi Minivan,1899.6
2007,7.221825,2009,Fiat,Sedici Suv,1250
2009,7.221825,2012,Fiat,Sedici Suv,1130
2012,7.221825,2013,Fiat,Sedici Suv,1130
1998,4.98,2001,Fiat,Seicento Hatchback,707.2222222222222
2001,5.032196,2004,Fiat,Seicento Hatchback,710
2004,5.032196,2005,Fiat,Seicento Hatchback,710
2001,7.460688,2006,Fiat,Stilo Hatchback,1197.1875
2001,7.468268,2006,Fiat,Stilo Hatchback,1253.4
2006,7.460688,2007,Fiat,Stilo Hatchback,1200.5555555555557
2006,7.468268,2007,Fiat,Stilo Hatchback,1221.6666666666667
2003,7.930096,2006,Fiat,Stilo Multi Wagon Wagon,1354.2307692307693
2006,7.930096,2008,Fiat,Stilo Multi Wagon Wagon,1350
2016,10.169243999999999,NA,Fiat,Talento Combi Minivan,1900
1991,7.38003,1993,Fiat,Tempra Sedan,1102.1818181818182
1993,7.38003,1995,Fiat,Tempra Sedan,1103.6666666666667
1991,7.57665,1993,Fiat,Tempra S.W. Wagon,1160.4285714285713
1993,7.58004,1996,Fiat,Tempra S.W. Wagon,1146
1988,6.7286,1993,Fiat,Tipo Hatchback,1037
1993,6.7286,1995,Fiat,Tipo Hatchback,1052.5
1993,6.7286,1995,Fiat,Tipo Hatchback,1040.2
2016,8.121344,NA,Fiat,Tipo Sedan,1143.3333333333333
2017,7.827456,NA,Fiat,Tipo Hatchback,1252.3333333333333
2017,8.191232,NA,Fiat,Tipo Stationwagon Wagon,1272
1994,8.168636,1999,Fiat,Ulysse Mpv,1553.5
1999,8.168636,2002,Fiat,Ulysse Mpv,1537.1666666666667
2002,8.84925,2007,Fiat,Ulysse Mpv,1659.125
1983,5.65731,1989,Fiat,Uno Hatchback,753.1666666666666
1983,5.660043,1989,Fiat,Uno Hatchback,768.25
1989,5.762218,1995,Fiat,Uno Hatchback,802.4166666666666
1989,5.762218,1994,Fiat,Uno Hatchback,807.7142857142857
2011,9.926028,2014,Fisker,Karma Sedan,2405
2012,7.138827,NA,Ford,B-MAX Mpv,1197.142857142857
2007,7.907725,2010,Ford,C-MAX Mpv,1339.15625
2010,8.00664,2015,Ford,C-MAX Mpv,1320.28125
2015,8.0049034,NA,Ford,C-MAX Mpv,1336.6
2015,8.00664,NA,Ford,C-MAX Energi Mpv,1725
1981,7.430448,1984,Ford,Capri Coupe,1095
1998,8.312531,2001,Ford,Cougar Coupe,1337
2014,7.541845,NA,Ford,EcoSport Suv,1265
2018,6.690453125,NA,Ford,EcoSport Suv,1157.25
2016,9.269824,NA,Ford,Edge Suv,1830
2019,9.319952,NA,Ford,Edge Suv,2016
1980,6.522493913043478,1986,Ford,Escort Hatchback,832.8260869565217
1980,6.5108,1986,Ford,Escort Hatchback,857.0952380952381
1986,6.60207625,1990,Ford,Escort Hatchback,882.34375
1986,6.59608,1990,Ford,Escort Hatchback,888.6875
1990,6.80283323076923,1992,Ford,Escort Hatchback,990
1990,6.80066,1992,Ford,Escort Hatchback,995.6
1992,6.9345717,1996,Ford,Escort Hatchback,1052.45
1992,6.91524,1995,Ford,Escort Hatchback,1056.5555555555557
1993,7.125865,1995,Ford,Escort Sedan,1058.5454545454545
1995,6.96916,1998,Ford,Escort Hatchback,1059.71875
1995,6.96916,2000,Ford,Escort Hatchback,1085.15625
1995,7.233705,1998,Ford,Escort Sedan,1080.6
1984,6.5764,1986,Ford,Escort Cabrio Convertible,945
1986,6.63872,1990,Ford,Escort Cabrio Convertible,991.6666666666666
1990,6.80066,1993,Ford,Escort Cabrio Convertible,1055
1993,6.92198,1995,Ford,Escort Cabrio Convertible,1187.5
1995,6.96916,1998,Ford,Escort Cabriolet Convertible,1158.142857142857
1991,7.19158,1992,Ford,Escort Clipper Wagon,1043.125
1992,7.19158,1995,Ford,Escort Clipper Wagon,1091.5
1980,6.61412,1986,Ford,Escort Stationwagon Wagon,854.3076923076923
1983,6.61412,1986,Ford,Escort Stationwagon Wagon,902.1818181818181
1986,6.6912,1990,Ford,Escort Stationwagon Wagon,912.5
1995,7.2455,2000,Ford,Escort Wagon Wagon,1125.96875
1998,10.39,2001,Ford,Expedition Suv,2370
1995,9.019562,2005,Ford,Explorer Suv,1971
1981,5.7305,1983,Ford,Fiesta Hatchback,715
1983,5.650752,1986,Ford,Fiesta Hatchback,782.2142857142857
1986,5.650752,1989,Ford,Fiesta Hatchback,776.4761904761905
1989,6.029023076923076,1994,Ford,Fiesta Hatchback,843.3076923076923
1989,6.011258,1994,Ford,Fiesta Hatchback,866
1994,6.016432888888889,1995,Ford,Fiesta Hatchback,875.9444444444445
1994,6.011258,1995,Ford,Fiesta Hatchback,884.7272727272727
1995,6.254952,1999,Ford,Fiesta Hatchback,953.9565217391304
1995,6.254952,1999,Ford,Fiesta Hatchback,979.75
1999,6.254952,2002,Ford,Fiesta Hatchback,949.8421052631579
1999,6.254952,2002,Ford,Fiesta Hatchback,982.8888888888889
2002,6.592521375,2005,Ford,Fiesta Hatchback,1033.1875
2002,6.592311,2005,Ford,Fiesta Hatchback,1031
2005,6.594625125,2008,Ford,Fiesta Hatchback,1027.59375
2005,6.593994,2008,Ford,Fiesta Hatchback,1031
2008,6.8020614375,2012,Ford,Fiesta Hatchback,975.65625
2008,6.8019,2012,Ford,Fiesta Hatchback,990.90625
2012,6.8349192413793105,NA,Ford,Fiesta Hatchback,986.8965517241379
2012,6.83300559375,2017,Ford,Fiesta Hatchback,989.3125
2017,7.00536,NA,Ford,Fiesta Hatchback,1045.5714285714287
2017,6.362712153846154,NA,Ford,Fiesta Hatchback,1011.6923076923077
1995,6.011258,1996,Ford,Fiesta Classic Hatchback,865
1995,6.011258,1996,Ford,Fiesta Classic Hatchback,885
1998,7.066704,2001,Ford,Focus Hatchback,1111.6666666666667
1998,7.066704,2001,Ford,Focus Hatchback,1132.1176470588234
1999,7.424124,2001,Ford,Focus Sedan,1147.2
2001,7.104148,2005,Ford,Focus Hatchback,1206.25
2001,7.104148,2005,Ford,Focus Hatchback,1220.03125
2001,7.458164,2005,Ford,Focus Sedan,1247.2173913043478
2004,7.99043,2008,Ford,Focus Hatchback,1217.71875
2004,7.99043,2008,Ford,Focus Hatchback,1244.40625
2005,8.25792,2008,Ford,Focus Sedan,1270.3214285714287
2008,7.9848969,2010,Ford,Focus Hatchback,1234.15
2008,7.977603374999999,2011,Ford,Focus Hatchback,1224.71875
2008,8.240559,2010,Ford,Focus Sedan,1249.65
2011,7.944634,2014,Ford,Focus Hatchback,1274.65625
2011,8.265482,2014,Ford,Focus Sedan,1262.9375
2014,7.94828,NA,Ford,Focus Hatchback,1234.896551724138
2014,8.272774,NA,Ford,Focus Sedan,1243
2018,7.061163043478261,NA,Ford,Focus Hatchback,1165.9565217391305
2003,7.907725,2007,Ford,Focus C-MAX Mpv,1345.90625
2007,8.269506,2008,Ford,Focus Coupe-Cabriolet Convertible,1460.25
2008,8.269506,2011,Ford,Focus Coupe-Cabriolet Convertible,1449.0833333333333
2013,7.944634,2014,Ford,Focus Electric Hatchback,1644
1999,7.553476,2001,Ford,Focus Wagon Wagon,1174.5625
2001,7.580708,2005,Ford,Focus Wagon Wagon,1247.28125
2005,8.23032,2008,Ford,Focus Wagon Wagon,1285.96875
2008,8.216652,2011,Ford,Focus Wagon Wagon,1251.25
2011,8.305588,2014,Ford,Focus Wagon Wagon,1275.21875
2014,8.31288,NA,Ford,Focus Wagon Wagon,1267.4666666666667
2018,7.588496,NA,Ford,Focus Wagon Wagon,1217.92
2002,6.91842,2005,Ford,Fusion Mpv,1091.4375
2005,6.91842,2012,Ford,Fusion Mpv,1089.5714285714287
1995,8.301366,2000,Ford,Galaxy Mpv,1661.8125
2000,8.40021,2003,Ford,Galaxy Mpv,1669.24
2003,8.40021,2006,Ford,Galaxy Mpv,1676.59375
2006,9.08088,2010,Ford,Galaxy Mpv,1660
2010,9.078996,2015,Ford,Galaxy Mpv,1634.65625
2015,9.281104,NA,Ford,Galaxy Mpv,1651.4285714285713
1981,8.1432,1985,Ford,Granada Sedan,NA
1981,8.352,1985,Ford,Granada Stationwagon Wagon,1357.1904761904761
2010,8.26256,2015,Ford,Grand C-MAX Mpv,1423.09375
2015,8.260732,NA,Ford,Grand C-MAX Mpv,1416.2
1997,5.907839999999999,NA,Ford,Ka Hatchback,863.8125
1997,5.907839999999999,2008,Ford,Ka Hatchback,864.40625
2008,6.00196,NA,Ford,Ka Hatchback,854.375
2016,6.659655,NA,Ford,Ka Hatchback,955
2018,6.659655,NA,Ford,Ka Hatchback,965.4
2008,8.184006,2013,Ford,Kuga Suv,1523.6875
2013,8.315112,NA,Ford,Kuga Suv,1530.148148148148
2016,8.327978,NA,Ford,Kuga Suv,1513.6666666666667
1993,7.954975,1996,Ford,Maverick LWB Suv,1775
1996,8.187075,1998,Ford,Maverick LWB Suv,1792.5
1993,7.122175,1996,Ford,Maverick SWB Suv,1646.6666666666667
1996,7.344675,1998,Ford,Maverick SWB Suv,1662.5
1993,7.828307,1996,Ford,Mondeo Hatchback,1301.6875
1993,7.828307,1996,Ford,Mondeo Sedan,1283.65625
1996,7.977556,2000,Ford,Mondeo Hatchback,1260.15625
1996,7.977556,2000,Ford,Mondeo Sedan,1244.53125
2000,8.572572,2003,Ford,Mondeo Hatchback,1405.0625
2000,8.572572,2003,Ford,Mondeo Sedan,1392.90625
2003,8.572572,2005,Ford,Mondeo Hatchback,1386.90625
2003,8.572572,2005,Ford,Mondeo Sedan,1377.03125
2005,8.572572,2007,Ford,Mondeo Hatchback,1403.9375
2005,8.572572,2007,Ford,Mondeo Sedan,1394.90625
2007,9.011308,2010,Ford,Mondeo Hatchback,1442.6875
2007,9.135784,2010,Ford,Mondeo Sedan,1442
2010,9.022624,2014,Ford,Mondeo Hatchback,1432.1875
2010,9.135784,2014,Ford,Mondeo Sedan,1433.53125
2014,9.021092,NA,Ford,Mondeo Hatchback,1453.5
2014,9.013684,NA,Ford,Mondeo Sedan,1491
2019,9.021092,NA,Ford,Mondeo Hatchback,1525
2019,9.013684,NA,Ford,Mondeo Sedan,1496
1993,8.081095,1996,Ford,Mondeo Wagon Wagon,1353.03125
1996,8.178921,2000,Ford,Mondeo Wagon Wagon,1309.75
2000,8.704848,2003,Ford,Mondeo Wagon Wagon,1450.28125
2003,8.704848,2005,Ford,Mondeo Wagon Wagon,1438.6875
2005,8.704848,2007,Ford,Mondeo Wagon Wagon,1456.625
2007,9.10938,2010,Ford,Mondeo Wagon Wagon,1461.3125
2010,9.122582,2014,Ford,Mondeo Wagon Wagon,1447.0625
2014,9.013684,NA,Ford,Mondeo Wagon Wagon,1468.625
2019,9.013684,NA,Ford,Mondeo Wagon Wagon,1527
1995,8.5195275,2003,Ford,Mustang Coupe,1390
1995,8.5195275,2003,Ford,Mustang Convertible Convertible,1510.5
2015,9.166144,NA,Ford,Mustang Convertible Coupe,1652.75
2015,9.166144,NA,Ford,Mustang Convertible Convertible,1652.75
2018,9.170935,NA,Ford,Mustang Convertible Convertible,1744.25
2015,9.166144,NA,Ford,Mustang Fastback Coupe,1590
2015,9.166144,NA,Ford,Mustang Fastback Coupe,1590
2018,9.170935,NA,Ford,Mustang Fastback Coupe,1683.25
1983,6.87652,1986,Ford,Orion Sedan,914.4285714285714
1986,6.90932,1990,Ford,Orion Sedan,895.2083333333334
1990,7.12418,1992,Ford,Orion Sedan,1006.5
1992,7.125865,1993,Ford,Orion Sedan,1047
1994,8.1613,1998,Ford,Probe Coupe,1250
1997,6.669216,2002,Ford,Puma Coupe,1013.6
2011,9.08304,2012,Ford,Ranger Double Cab Pick-up,1783.3333333333333
2012,9.91415,2015,Ford,Ranger Double Cab Pick-up,2073.1428571428573
2015,9.95844,NA,Ford,Ranger Double Cab Pick-up,1952.75
2006,8.982912,2010,Ford,S-MAX Mpv,1578.3
2010,8.982912,2015,Ford,S-MAX Mpv,1569.25
2015,8.992285818181818,NA,Ford,S-MAX Mpv,1710.5454545454545
1985,8.221565,1990,Ford,Scorpio Hatchback,1274.75
1990,8.225204705882353,1992,Ford,Scorpio Hatchback,1310.5294117647059
1990,8.334773333333333,1992,Ford,Scorpio Sedan,1313.888888888889
1992,8.21744,1994,Ford,Scorpio Hatchback,1326.8
1992,8.34944,1994,Ford,Scorpio Sedan,1333.3125
1994,9.046875,1997,Ford,Scorpio Sedan,1488.9444444444443
1997,9.046875,1998,Ford,Scorpio Sedan,1491.090909090909
1992,8.34944,1994,Ford,Scorpio Wagon Wagon,1357.3076923076924
1994,9.043924,1997,Ford,Scorpio Wagon Wagon,1533.611111111111
1997,9.043924,1998,Ford,Scorpio Wagon Wagon,1532.090909090909
1982,7.3814,1987,Ford,Sierra Hatchback,1097.65625
1983,7.413008444444444,1987,Ford,Sierra Hatchback,1061.9444444444443
1987,7.49595,1990,Ford,Sierra Hatchback,1080.357142857143
1987,7.5003328125,1990,Ford,Sierra Hatchback,1130.15625
1987,7.5852819375,1990,Ford,Sierra Sedan,1116.40625
1990,7.49595,1993,Ford,Sierra Hatchback,1085
1990,7.5053,1993,Ford,Sierra Hatchback,1148
1990,7.588492615384615,1993,Ford,Sierra Sedan,1138.076923076923
1983,7.49997,1987,Ford,Sierra Stationwagon Wagon,1133.125
1987,7.75892,1990,Ford,Sierra Stationwagon Wagon,1129.3636363636363
1990,7.75892,1993,Ford,Sierra Stationwagon Wagon,1151
2003,6.18675,2008,Ford,Sportka Hatchback,935
2003,6.12835,2006,Ford,Streetka Convertible,1064
1981,7.40404,1982,Ford,Taunus Sedan,1008.3333333333334
1981,7.40404,1982,Ford,Taunus Sedan,1028.3333333333333
1981,7.57464,1982,Ford,Taunus Stationwagon Wagon,1093.3333333333333
1996,9.41499,2000,Ford,Taurus Sedan,1488
2000,9.3121,2003,Ford,Taurus Sedan,1525
1996,9.41499,1998,Ford,Taurus Stationwagon Wagon,1560
1994,9.321809,1998,Ford,Thunderbird Coupe,1680
2003,7.8291916666666665,2007,Ford,Tourneo Connect Mpv,1467.5
2007,7.9437725,2008,Ford,Tourneo Connect Mpv,1543.75
2010,7.9832625,2011,Ford,Tourneo Connect Mpv,1530.25
2014,8.45655380952381,NA,Ford,Tourneo Connect Mpv,1409.8095238095239
2014,7.628095,NA,Ford,Tourneo Courier Minivan,1185
2013,10.238823,NA,Ford,Tourneo Custom Minivan,2019
2012,10.238823,NA,Ford,Transit Custom Kombi Minivan,2060.076923076923
2012,10.387036153846154,2014,Ford,Transit Kombi Minivan,1954.6923076923076
2014,11.485860578947369,NA,Ford,Transit Kombi Minivan,2143
1995,9.81629,1999,Ford,Windstar Mpv,1803.3333333333333
1999,10.005768,2005,Ford,Windstar Mpv,1785
1996,7.1247,1998,FSO,Caro Hatchback,1118.3333333333333
1996,7.1247,1998,FSO,Celina Sedan,1080
1988,6.88838,1991,FSO,Classic Sedan,1000
1988,6.90142,1991,FSO,Classic Estate Wagon,1060
1988,7.07751,1996,FSO,Prima Hatchback,1112.5
1998,7.1154,2002,Galloper,Suv,1645.75
1998,8.1774,2002,Galloper,Suv,1715.2
1981,6.9465,1983,Honda,Accord Hatchback,940
1981,7.2765,1983,Honda,Accord Sedan,960
1983,7.084575,1985,Honda,Accord Hatchback,977.5
1983,7.417575,1985,Honda,Accord Sedan,1013
1985,7.686825,1989,Honda,Accord Sedan,1072.357142857143
1989,7.9665,1993,Honda,Accord Sedan,1227.3
1993,8.020222222222223,1996,Honda,Accord Sedan,1283.888888888889
1996,8.0582,1998,Honda,Accord Sedan,1260.2941176470588
1998,8.04125,2001,Honda,Accord Sedan,1303.1818181818182
1999,8.04125,2001,Honda,Accord Hatchback,1350.8333333333333
2001,8.04125,2003,Honda,Accord Hatchback,1412.4
2001,8.04125,2003,Honda,Accord Sedan,1383.875
2003,8.2104,2005,Honda,Accord Sedan,1356.3333333333333
2005,8.2104,2008,Honda,Accord Sedan,1355.2666666666667
2008,8.694,2011,Honda,Accord Sedan,1448.9473684210527
2011,8.694,2015,Honda,Accord Sedan,1479.909090909091
1985,7.404325,1989,Honda,Accord Aero Deck Hatchback,1078.8333333333333
1991,7.9665,1994,Honda,Accord Aerodeck Wagon,1395.6666666666667
1994,8.3215,1996,Honda,Accord Coupe Coupe,1320
1996,8.3215,1996,Honda,Accord Coupe Coupe,1316.6666666666667
2000,8.505525,2003,Honda,Accord Coupe Coupe,1400
2003,8.36,2005,Honda,Accord Tourer Wagon,1496.5
2005,8.36,2008,Honda,Accord Tourer Wagon,1496.5333333333333
2008,8.74,2011,Honda,Accord Tourer Wagon,1475.7058823529412
2011,8.74,2015,Honda,Accord Tourer Wagon,1536.8181818181818
1995,8.4906,1998,Honda,Aerodeck Estate Wagon,1372.5
1982,5.9408,1983,Honda,Civic Hatchback,750.6666666666666
1982,6.0514,1983,Honda,Civic Hatchback,796
1983,6.286575,1987,Honda,Civic Hatchback,810.1666666666666
1987,6.684176923076923,1991,Honda,Civic Hatchback,886.7692307692307
1987,7.221658333333333,1991,Honda,Civic Sedan,919.3333333333334
1991,6.9156,1996,Honda,Civic Hatchback,959.75
1991,7.466475,1996,Honda,Civic Sedan,1007.2222222222222
1995,7.10205,2001,Honda,Civic Hatchback,972.0833333333334
1995,7.313925,1997,Honda,Civic Hatchback,1105.090909090909
1996,7.5597,2001,Honda,Civic Sedan,1005.8333333333334
1997,7.330875,2001,Honda,Civic Hatchback,1080
2001,7.0173,2003,Honda,Civic Hatchback,1174.6470588235295
2001,7.263075,2003,Honda,Civic Hatchback,1159.3076923076924
2003,7.0173,2005,Honda,Civic Hatchback,1132.5
2003,7.270865909090909,2005,Honda,Civic Hatchback,1164.7272727272727
2004,7.6832,2005,Honda,Civic Sedan,1080
2005,7.49772,2008,Honda,Civic Hatchback,1188.842105263158
2006,7.95375,2008,Honda,Civic Sedan,1268
2008,7.510075,2012,Honda,Civic Hatchback,1185.5555555555557
2008,7.95375,2012,Honda,Civic Sedan,1268
2012,7.611,2015,Honda,Civic Hatchback,1240.875
2015,7.800644516129032,2017,Honda,Civic Hatchback,1194.3548387096773
2017,8.1544824375,NA,Honda,Civic Hatchback,1312.59375
2017,8.361752,NA,Honda,Civic Sedan,1293
1998,7.500375,2001,Honda,Civic Aero Deck Wagon,1127.5
1982,6.3121,1983,Honda,Civic Combi Wagon,810
1994,7.458,1996,Honda,Civic Coupe Coupe,1024.8
1996,7.5597,2001,Honda,Civic Coupe Coupe,1012.5
2001,7.52241,2003,Honda,Civic Coupe Coupe,1135.3333333333333
2003,7.5712,2005,Honda,Civic Coupe Coupe,1087.3333333333333
1983,6.0462625,1987,Honda,Civic CRX Coupe Coupe,853
1988,6.323125,1993,Honda,Civic CRX Coupe Coupe,939.3333333333334
1983,6.633,1987,Honda,Civic Shuttle Mpv,907.3333333333334
1987,6.93745,1993,Honda,Civic Shuttle Mpv,978
2014,8.02695,2015,Honda,Civic Tourer Wagon,1286.421052631579
2015,8.1243,2017,Honda,Civic Tourer Wagon,1216.857142857143
2007,7.630875,2008,Honda,Civic Type S Hatchback,1249
2008,7.62195,2011,Honda,Civic Type S Hatchback,1194.923076923077
1990,7.20785,1994,Honda,Concerto Hatchback,1050.5
1997,7.921666666666667,2002,Honda,CR-V Suv,1353.3333333333333
2002,8.13015,2004,Honda,CR-V Suv,1365
2004,8.273475,2007,Honda,CR-V Suv,1520.6666666666667
2007,8.2355,2010,Honda,CR-V Suv,1514.6
2010,8.3174,2012,Honda,CR-V Suv,1562.2727272727273
2012,8.3174,2015,Honda,CR-V Suv,1547.1818181818182
2015,8.3811,NA,Honda,CR-V Suv,1510.92
2018,8.533,NA,Honda,CR-V Suv,1585.75
2010,7.0992,2013,Honda,CR-Z Coupe,1119
2013,7.0905,2014,Honda,CR-Z Coupe,1131
1992,6.788475,1998,Honda,CRX Coupe,1056.6666666666667
2004,7.75585,2007,Honda,FR-V Mpv,1460.6666666666667
2007,7.75585,2010,Honda,FR-V Mpv,1444
1999,6.79695,2001,Honda,HR-V Suv,1125
1999,6.96645,2001,Honda,HR-V Suv,1139
2001,6.79695,2003,Honda,HR-V Suv,1120
2001,6.96645,2006,Honda,HR-V Suv,1204.25
2015,7.608968,NA,Honda,HR-V Suv,1274.125
2018,7.684573333333333,NA,Honda,HR-V Suv,1275.5555555555557
2009,7.449525,2012,Honda,Insight Hatchback,1176
2012,7.449525,2014,Honda,Insight Hatchback,1176
1986,7.24275,1989,Honda,Integra Hatchback,940
1998,7.458,2001,Honda,Integra R Coupe,1120
1983,5.3066,1986,Honda,Jazz Hatchback,688
2002,6.41525,2004,Honda,Jazz Hatchback,978.6
2004,6.440375,2008,Honda,Jazz Hatchback,1004.8181818181819
2008,6.6105,2011,Honda,Jazz Hatchback,1024.6666666666667
2011,6.6105,2015,Honda,Jazz Hatchback,1046.5217391304348
2015,6.76753,NA,Honda,Jazz Hatchback,1066
2018,6.8312244,NA,Honda,Jazz Hatchback,1091
1987,8.34535,1991,Honda,Legend Sedan,1375
1991,8.9595,1996,Honda,Legend Sedan,1540.5
1996,9.05235,2005,Honda,Legend Sedan,1735.5
2006,9.141975,2008,Honda,Legend Sedan,1864
2008,9.197325,2010,Honda,Legend Sedan,1854
1988,8.332375,1991,Honda,Legend Coupe Coupe,1379
1991,8.84185,1996,Honda,Legend Coupe Coupe,1530
1999,6.226325,2000,Honda,Logo Hatchback,911
2000,6.226325,2002,Honda,Logo Hatchback,934
1991,8.00925,1997,Honda,NSX Coupe,1407.5
1997,8.00925,2002,Honda,NSX Coupe,1407.5
2002,8.00925,2005,Honda,NSX Coupe,1490
1983,7.29235,1987,Honda,Prelude Sedan,994.25
1987,7.61055,1992,Honda,Prelude Coupe,1087.5
1992,7.8366,1996,Honda,Prelude Coupe,1234
1996,7.95375,2000,Honda,Prelude Coupe,1262.2857142857142
1980,6.629575,1984,Honda,Quintet Hatchback,842
1999,7.23625,2004,Honda,S2000 Convertible,1220
2004,7.23625,2009,Honda,S2000 Convertible,1220
1995,8.5025,1998,Honda,Shuttle Mpv,1465
1998,8.5204,2001,Honda,Shuttle Mpv,1465
2001,7.74615,2005,Honda,Stream Mpv,1369.3333333333333
2004,9.941041799999999,2009,Hummer,H2 Suv,2877.8
2007,10.3005465,2009,Hummer,H2 SUT Suv,2871.5
2005,8.990832,2007,Hummer,H3 Suv,2132
2007,9.511398,2009,Hummer,H3 Suv,2285.1428571428573
1999,7.014,2003,Hyundai,Accent Hatchback,982.4
1999,7.014,2003,Hyundai,Accent Hatchback,982.4
1999,7.07245,2003,Hyundai,Accent Sedan,989.3333333333334
2003,7.0812,2006,Hyundai,Accent Hatchback,1026.6666666666667
2003,7.0812,2006,Hyundai,Accent Hatchback,1026.6666666666667
2003,7.1568,2005,Hyundai,Accent Sedan,1020
2006,6.856275,2009,Hyundai,Accent Hatchback,1063.8
2006,7.2546,2009,Hyundai,Accent Sedan,1041.8
2003,5.436625,2005,Hyundai,Atos Hatchback,863.6666666666666
2005,5.436625,2008,Hyundai,Atos Hatchback,863.6666666666666
1998,5.225025,2002,Hyundai,Atos Multi Hatchback,787.1666666666666
2002,5.225025,2003,Hyundai,Atos Multi Hatchback,825.6666666666666
1999,5.225025,2002,Hyundai,Atos Spirit Hatchback,822
2002,5.225025,2003,Hyundai,Atos Spirit Hatchback,825.6666666666666
1996,7.5082,1999,Audi,Coupe Coupe,1161
1999,7.51685,2001,Audi,Coupe Coupe,1170
2001,7.7352,2004,Audi,Coupe Coupe,1276.6
2004,7.7352,2006,Audi,Coupe Coupe,1291
2006,7.7352,2009,Audi,Coupe Coupe,1318
2000,7.7314,2003,Hyundai,Elantra Hatchback,1250.625
2000,7.7314,2003,Hyundai,Elantra Sedan,1204.625
2003,7.7744,2006,Hyundai,Elantra Hatchback,1264.8
2003,7.805625,2006,Hyundai,Elantra Sedan,1230.2
1989,6.869925,1994,Hyundai,Excel Sedan,940.6153846153846
1994,6.64686,1998,Hyundai,Excel Hatchback,917.7777777777778
1994,6.64686,1998,Hyundai,Excel Hatchback,931.6666666666666
1994,6.66954,1998,Hyundai,Excel Sedan,921.6666666666666
1998,6.64686,2000,Hyundai,Excel Hatchback,929.8333333333334
1998,6.64686,2000,Hyundai,Excel Hatchback,930.6
1998,6.66954,2000,Hyundai,Excel Sedan,928
2010,8.63495,2013,Hyundai,Genesis Coupe Coupe,1499.3333333333333
2002,6.34365,2005,Hyundai,Getz Hatchback,998.3076923076923
2002,6.34365,2005,Hyundai,Getz Hatchback,993.6923076923077
2005,6.368625,2008,Hyundai,Getz Hatchback,1014.4285714285714
2005,6.368625,2008,Hyundai,Getz Hatchback,1012.625
2005,9.129175,2010,Hyundai,Grandeur Sedan,1665.5
2008,5.686175,2011,Hyundai,i10 Hatchback,915.3571428571429
2011,5.718075,2013,Hyundai,i10 Hatchback,890.6666666666666
2013,6.0839,NA,Hyundai,i10 Hatchback,915.3076923076923
2017,6.0839,NA,Hyundai,i10 Hatchback,910.7142857142857
2008,6.7374,2012,Hyundai,i20 Hatchback,1022.3333333333334
2009,6.7374,2012,Hyundai,i20 Hatchback,1022.3333333333334
2012,6.83145,2014,Hyundai,i20 Hatchback,996.375
2012,6.83145,2014,Hyundai,i20 Hatchback,999.5555555555555
2014,6.99669,NA,Hyundai,i20 Hatchback,1025
2018,6.256561,NA,Hyundai,i20 Hatchback,975
2015,6.99669,NA,Hyundai,i20 Coupe Hatchback,993.3333333333334
2007,7.534875,2010,Hyundai,i30 Hatchback,1223.5625
2010,7.597,2012,Hyundai,i30 Hatchback,1216
2012,7.654,2015,Hyundai,i30 Hatchback,1217.1363636363637
2013,7.654,2015,Hyundai,i30 Hatchback,1212.6
2015,7.654,NA,Hyundai,i30 Hatchback,1224.6
2017,7.7885904761904765,NA,Hyundai,i30 Hatchback,1320.5238095238096
2008,7.943125,2010,Hyundai,i30 CW Wagon,1267.258064516129
2010,7.9875,2012,Hyundai,i30 CW Wagon,1258.7857142857142
2018,7.996725,NA,Hyundai,i30 Fastback Hatchback,1263.75
2012,7.9833,2015,Hyundai,i30 Wagon Wagon,1261.5
2015,7.9833,NA,Hyundai,i30 Wagon Wagon,1261
2017,7.296675,NA,Hyundai,i30 Wagon Wagon,1157.6666666666667
2011,8.6031,2015,Hyundai,i40 Sedan,1416.5384615384614
2016,8.612175,NA,Hyundai,i40 Sedan,1377
2011,8.65755,2015,Hyundai,i40 Wagon Wagon,1426.9285714285713
